epoch,train_loss,train_acc,val_loss,val_acc,lr
73,1.636527,0.549590,1.408799,0.616000,0.05901275
74,1.747064,0.518162,1.364482,0.623200,0.05802056
75,1.699560,0.513822,1.518639,0.596000,0.05702512
76,1.743133,0.542846,1.495332,0.598400,0.05602683
77,1.672100,0.549101,1.544963,0.587400,0.05502610
78,1.693961,0.531027,1.403130,0.621000,0.05402333
79,1.631639,0.546920,1.500198,0.604400,0.05301892
80,1.631432,0.542223,1.391765,0.626800,0.05201330
81,1.600870,0.563145,1.393136,0.620800,0.05100685
82,1.561788,0.552907,1.449319,0.615600,0.05000000
83,1.631476,0.537660,1.453858,0.607800,0.04899315
84,1.567637,0.540554,1.338953,0.631400,0.04798670
85,1.453514,0.581976,1.354482,0.633000,0.04698108
86,1.651294,0.543603,1.393450,0.622600,0.04597667
87,1.551896,0.564103,1.336916,0.640600,0.04497390
88,1.483843,0.577146,1.360143,0.635600,0.04397317
89,1.473018,0.601340,1.392369,0.622400,0.04297488
90,1.465915,0.604701,1.377480,0.629400,0.04197944
91,1.560074,0.581575,1.338356,0.643600,0.04098725
92,1.475426,0.587829,1.339960,0.642400,0.03999872
93,1.471373,0.557804,1.335036,0.638400,0.03901424
94,1.479255,0.594729,1.221347,0.664800,0.03803422
95,1.341971,0.607683,1.280982,0.652400,0.03705905
96,1.395631,0.600383,1.228348,0.665600,0.03608913
97,1.454784,0.597111,1.214262,0.670600,0.03512485
98,1.406628,0.592993,1.227171,0.666600,0.03416660
99,1.326623,0.594663,1.215433,0.669000,0.03321477
100,1.391600,0.599381,1.179378,0.678600,0.03226976
101,1.304293,0.640491,1.271084,0.665800,0.03133193
102,1.300282,0.615696,1.245636,0.666600,0.03040167
103,1.264913,0.628984,1.255755,0.664000,0.02947936
104,1.221777,0.633458,1.280008,0.657400,0.02856537
105,1.249656,0.640113,1.170345,0.684600,0.02766008
106,1.248213,0.632523,1.142493,0.691600,0.02676384
107,1.341290,0.619525,1.112050,0.695400,0.02587703
108,1.302298,0.616319,1.110101,0.694800,0.02500000
109,1.189675,0.633102,1.210894,0.678400,0.02413311
110,1.258188,0.616119,1.090513,0.695200,0.02327671
111,1.182824,0.674034,1.191433,0.689000,0.02243115
112,1.157785,0.661570,1.061782,0.708800,0.02159676
113,1.097347,0.671830,1.074046,0.703400,0.02077390
114,1.107375,0.689904,1.040690,0.718600,0.01996289
115,1.095805,0.681112,1.102529,0.702000,0.01916406
116,1.080526,0.680556,1.018267,0.723200,0.01837773
117,1.074251,0.675792,1.033857,0.718400,0.01760423
118,1.055064,0.693421,1.009318,0.725200,0.01684387
119,1.013835,0.691573,1.029831,0.714800,0.01609695
120,1.058098,0.709914,1.069091,0.713600,0.01536378
121,1.018925,0.695424,1.016614,0.730200,0.01464466
122,1.005433,0.696893,1.065005,0.716800,0.01393988
123,0.950906,0.724982,1.020961,0.726800,0.01324972
124,1.110262,0.679265,0.998182,0.731600,0.01257446
125,1.029093,0.709802,0.981579,0.738200,0.01191438
126,1.014339,0.726006,0.964727,0.743600,0.01126975
127,0.913504,0.737981,0.915798,0.750000,0.01064083
128,0.929400,0.734086,0.933571,0.756000,0.01002786
129,0.927850,0.712206,0.942425,0.749200,0.00943111
130,0.932768,0.723090,0.892581,0.760000,0.00885081
131,0.966474,0.712273,0.967244,0.744200,0.00828719
132,1.024183,0.681490,0.903410,0.760800,0.00774050
133,0.810127,0.750824,0.855141,0.773600,0.00721094
134,0.787769,0.742121,0.889330,0.763000,0.00669873
135,0.797299,0.760706,0.863123,0.772800,0.00620408
136,0.777158,0.769899,0.855359,0.774000,0.00572720
137,0.768115,0.772347,0.845330,0.776400,0.00526827
138,0.798095,0.756811,0.869215,0.769200,0.00482748
139,0.736955,0.757701,0.849449,0.771600,0.00440501
140,0.792131,0.742188,0.830983,0.776800,0.00400103
141,0.759012,0.731281,0.854902,0.779600,0.00361570
142,0.699782,0.780582,0.833350,0.778000,0.00324919
143,0.731807,0.748531,0.818185,0.784000,0.00290163
144,0.788840,0.731192,0.840531,0.782000,0.00257318
145,0.798737,0.735911,0.802080,0.791400,0.00226396
146,0.784776,0.760951,0.812430,0.784000,0.00197409
147,0.719259,0.787215,0.791329,0.795800,0.00170371
148,0.604027,0.805867,0.769605,0.794200,0.00145291
149,0.660510,0.753094,0.786370,0.793400,0.00122180
150,0.617362,0.770477,0.769957,0.794600,0.00101047
151,0.726094,0.777778,0.783134,0.798200,0.00081900
152,0.635599,0.783120,0.771268,0.798800,0.00064749
153,0.655595,0.779781,0.788551,0.792400,0.00049598
154,0.781456,0.783609,0.783019,0.796400,0.00036456
155,0.723676,0.790732,0.766552,0.798200,0.00025326
156,0.684226,0.772124,0.759344,0.800000,0.00016213
157,0.675977,0.809095,0.753552,0.802800,0.00009122
158,0.672437,0.795829,0.770257,0.796000,0.00004055
159,0.638018,0.795695,0.782592,0.796600,0.00001014
160,0.714091,0.785434,0.759013,0.796600,0.00000000
